ticker,sirket_adi,float_amount_tl,float_pct,odenmis_sermaye_tl,shares_outstanding,float_shares,update_date
SEGYO,ŞEKER GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,202995165.0,0.2495,813607875.751503,813607875.751503,202995165.0,2026-05-10
SKYMD,ŞEKER YATIRIM MENKUL DEĞERLER A.Ş.,52462797.62,0.3384,155031907.8605201,155031907.8605201,52462797.62,2026-05-10
SKBNK,ŞEKERBANK T.A.Ş.,1246007595.64,0.4984,2500015240.0481544,2500015240.0481544,1246007595.64,2026-05-10
SOKM,ŞOK MARKETLER TİCARET A.Ş.,271310875.86,0.4572,593418363.648294,593418363.648294,271310875.86,2026-05-10
TABGD,TAB GIDA SANAYİ VE TİCARET A.Ş.,52478450.88,0.2008,261346866.9322709,261346866.9322709,52478450.88,2026-05-10
TNZTP,TAPDİ OKSİJEN ÖZEL SAĞLIK VE EĞİTİM HİZMETLERİ SANAYİ TİCARET A.Ş.,87081528.79,0.2177,400007022.46210384,400007022.46210384,87081528.79,2026-05-10
TARKM,TARKİM BİTKİ KORUMA SANAYİ VE TİCARET A.Ş.,4996766.73,0.2379,21003643.253467847,21003643.253467847,4996766.73,2026-05-10
TATGD,TAT GIDA SANAYİ A.Ş.,106902306.75,0.4366,244851824.89693084,244851824.89693084,106902306.75,2026-05-10
TATEN,TATLIPINAR ENERJİ ÜRETİM A.Ş.,381140570.95,0.3396,1122322058.1566548,1122322058.1566548,381140570.95,2026-05-10
TAVHL,TAV HAVALİMANLARI HOLDİNG A.Ş.,180398281.98,0.4965,363339943.56495464,363339943.56495464,180398281.98,2026-05-10
TEKTU,TEK-ART İNŞAAT TİCARET TURİZM SANAYİ VE YATIRIMLAR A.Ş.,195317967.32,0.0651,3000275995.6989245,3000275995.6989245,195317967.32,2026-05-10
TKFEN,TEKFEN HOLDİNG A.Ş.,78404100.0,0.2119,370005191.1278905,370005191.1278905,78404100.0,2026-05-10
TKNSA,TEKNOSA İÇ VE DIŞ TİCARET A.Ş.,100409079.51,0.4995,201019178.1981982,201019178.1981982,100409079.51,2026-05-10
TMPOL,TEMAPOL POLİMER PLASTİK VE İNŞAAT SANAYİ TİCARET A.Ş.,5514890.62,0.0389,141770967.0951157,141770967.0951157,5514890.62,2026-05-10
TRHOL,TERA FİNANSAL YATIRIMLAR HOLDİNG A.Ş.,11683163.63,0.3894,30002988.26399589,30002988.26399589,11683163.63,2026-05-10
TERA,TERA YATIRIM MENKUL DEĞERLER A.Ş.,240869975.8,0.0344,7002034180.232558,7002034180.232558,240869975.8,2026-05-10
TEHOL,TERA YATIRIM TEKNOLOJİ HOLDİNG A.Ş.,1559092403.12,0.7811,1996021512.1239276,1996021512.1239276,1559092403.12,2026-05-10
TGSAS,TGS DIŞ TİCARET A.Ş.,11790769.74,0.0786,150009793.129771,150009793.129771,11790769.74,2026-05-10
TOASO,TOFAŞ TÜRK OTOMOBİL FABRİKASI A.Ş.,120541476.16,0.0241,5001721002.489627,5001721002.489627,120541476.16000001,2026-05-10
TRGYO,TORUNLAR GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,207015706.7,0.0207,10000758777.777777,10000758777.777777,207015706.7,2026-05-10
TRMET,TR ANADOLU METAL MADENCİLİK İŞLETMELERİ A.Ş.,160344099.2,0.4131,388148388.2837085,388148388.2837085,160344099.2,2026-05-10
TRENJ,TR DOĞAL ENERJİ KAYNAKLARI ARAŞTIRMA VE ÜRETİM A.Ş.,87197784.38,0.3356,259826532.71752083,259826532.71752083,87197784.38,2026-05-10
TLMAN,TRABZON LİMAN İŞLETMECİLİĞİ A.Ş.,8271401.88,0.3938,21004067.75012697,21004067.75012697,8271401.88,2026-05-10
TSPOR,TRABZONSPOR SPORTİF YATIRIM VE FUTBOL İŞLETMECİLİĞİ TİCARET A.Ş.,3669804746.79,0.4893,7500111887.982832,7500111887.982832,3669804746.79,2026-05-10
TDGYO,TREND GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,61977680.78,0.8982,69002093.94344245,69002093.94344245,61977680.78000001,2026-05-10
TSGYO,TSKB GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,73995858.21,0.1138,650227225.0439367,650227225.0439367,73995858.21,2026-05-10
TUCLK,TUĞÇELİK ALÜMİNYUM VE METAL MAMÜLLERİ SANAYİ VE TİCARET A.Ş.,282671031.07,0.7851,360044619.88281745,360044619.88281745,282671031.07,2026-05-10
TUKAS,TUKAŞ GIDA SANAYİ VE TİCARET A.Ş.,2538714806.65,0.5641,4500469432.104237,4500469432.104237,2538714806.65,2026-05-10
TRCAS,TURCAS HOLDİNG A.Ş.,71416034.34,0.2794,255604990.47959918,255604990.47959918,71416034.34,2026-05-10
TUREX,TUREKS TURİZM TAŞIMACILIK A.Ş.,431595483.12,0.3996,1080068776.5765765,1080068776.5765765,431595483.11999995,2026-05-10
MARBL,TUREKS TURUNÇ MADENCİLİK İÇ VE DIŞ TİCARET A.Ş.,60027431.88,0.2625,228675930.97142857,228675930.97142857,60027431.88,2026-05-10
TRILC,TURK İLAÇ VE SERUM SANAYİ A.Ş.,638991903.45,0.6161,1037156149.0829412,1037156149.0829412,638991903.45,2026-05-10
TCELL,TURKCELL İLETİŞİM HİZMETLERİ A.Ş.,948922467.31,0.4313,2200144834.940876,2200144834.940876,948922467.3099998,2026-05-10
TMSN,TÜMOSAN MOTOR VE TRAKTÖR SANAYİ A.Ş.,32984010.43,0.2868,115007009.86750348,115007009.86750348,32984010.429999996,2026-05-10
TUPRS,TÜPRAŞ-TÜRKİYE PETROL RAFİNERİLERİ A.Ş.,936391038.05,0.4859,1927127059.168553,1927127059.168553,936391038.05,2026-05-10
TRALT,TÜRK ALTIN İŞLETMELERİ A.Ş.,948304181.1,0.2961,3202648365.7548127,3202648365.7548127,948304181.0999999,2026-05-10
THYAO,TÜRK HAVA YOLLARI A.O.,695893001.46,0.5042,1380192386.8702898,1380192386.8702898,695893001.46,2026-05-10
PRKAB,TÜRK PRYSMİAN KABLO VE SİSTEMLERİ A.Ş.,35085081.98,0.1618,216842286.6501854,216842286.6501854,35085081.98,2026-05-10
TTKOM,TÜRK TELEKOMÜNİKASYON A.Ş.,466034744.29,0.1331,3501388011.1945906,3501388011.1945906,466034744.28999996,2026-05-10
TTRAK,TÜRK TRAKTÖR VE ZİRAAT MAKİNELERİ A.Ş.,24958854.84,0.2494,100075600.80192462,100075600.80192462,24958854.84,2026-05-10
TBORG,TÜRK TUBORG BİRA VE MALT SANAYİİ A.Ş.,16158305.05,0.0501,322521058.8822355,322521058.8822355,16158305.049999999,2026-05-10
TURGG,TÜRKER PROJE GAYRİMENKUL VE YATIRIM GELİŞTİRME A.Ş.,29904959.48,0.2333,128182423.831976,128182423.831976,29904959.48,2026-05-10
GARAN,TÜRKİYE GARANTİ BANKASI A.Ş.,587342664.57,0.1398,4201306613.5193133,4201306613.5193133,587342664.57,2026-05-10
HALKB,TÜRKİYE HALK BANKASI A.Ş.,606289471.69,0.0843,7192045927.52076,7192045927.52076,606289471.69,2026-05-10
ISATR,TÜRKİYE İŞ BANKASI A.Ş.,23916.0,0.2391,100025.09410288582,100025.09410288582,23916.0,2026-05-10
ISKUR,TÜRKİYE İŞ BANKASI A.Ş.,70099.0,0.2851,245875.1315327955,245875.1315327955,70099.0,2026-05-10
ISBTR,TÜRKİYE İŞ BANKASI A.Ş.,7434.05,0.2563,29005.26726492392,29005.26726492392,7434.05,2026-05-10
ISCTR,TÜRKİYE İŞ BANKASI A.Ş.,8078516784.35,0.3231,25003146964.87156,25003146964.87156,8078516784.35,2026-05-10
KLNMA,TÜRKİYE KALKINMA VE YATIRIM BANKASI A.Ş.,91643961.86,0.0091,10070765039.560438,10070765039.560438,91643961.85999998,2026-05-10
TSKB,TÜRKİYE SINAİ KALKINMA BANKASI A.Ş.,1153530118.02,0.4119,2800510119.0094686,2800510119.0094686,1153530118.02,2026-05-10
TURSG,TÜRKİYE SİGORTA A.Ş.,1888273123.94,0.1888,10001446631.038136,10001446631.038136,1888273123.94,2026-05-10
SISE,TÜRKİYE ŞİŞE VE CAM FABRİKALARI A.Ş.,1442740652.67,0.4709,3063794123.317053,3063794123.317053,1442740652.67,2026-05-10
VAKBN,TÜRKİYE VAKIFLAR BANKASI T.A.O.,739329503.04,0.0745,9923885946.845638,9923885946.845638,739329503.04,2026-05-10
UFUK,UFUK YATIRIM YÖNETİM VE GAYRİMENKUL A.Ş.,17340672.85,0.3701,46854020.129694685,46854020.129694685,17340672.85,2026-05-10
ULAS,ULAŞLAR TURİZM ENERJİ TARIM GIDA VE İNŞAAT YATIRIMLARI A.Ş.,21927816.4,0.8639,25382354.90218775,25382354.90218775,21927816.4,2026-05-10
ULUFA,ULUSAL FAKTORİNG A.Ş.,305168997.27,0.5651,540026539.1435144,540026539.1435144,305168997.27,2026-05-10
ULUSE,ULUSOY ELEKTRİK İMALAT TAAHHÜT VE TİCARET A.Ş.,5044705.41,0.0063,800746890.4761904,800746890.4761904,5044705.41,2026-05-10
ULUUN,ULUSOY UN SANAYİ VE TİCARET A.Ş.,290342320.01,0.3871,750044742.9863085,750044742.9863085,290342320.01,2026-05-10
UMPAS,UMPAŞ HOLDİNG A.Ş.,18077828.37,0.4304,42002389.33550186,42002389.33550186,18077828.37,2026-05-10
USAK,UŞAK SERAMİK SANAYİ A.Ş.,1901137158.11,0.7759,2450234770.086351,2450234770.086351,1901137158.1099997,2026-05-10
UCAYM,ÜÇAY MÜHENDİSLİK ENERJİ VE İKLİMLENDİRME TEKNOLOJİLERİ A.Ş.,59973054.38,0.2665,225039603.6772983,225039603.6772983,59973054.38,2026-05-10
ULKER,ÜLKER BİSKÜVİ SANAYİ A.Ş.,151341321.67,0.4098,369305323.74328935,369305323.74328935,151341321.67,2026-05-10
UNLU,ÜNLÜ YATIRIM HOLDİNG A.Ş.,61790185.98,0.3516,175740005.6313993,175740005.6313993,61790185.98,2026-05-10
VAKFA,VAKIF FAKTORİNG A.Ş.,214163388.51,0.2379,900224415.7629255,900224415.7629255,214163388.51,2026-05-10
VAKFN,VAKIF FİNANSAL KİRALAMA A.Ş.,1822496947.38,0.3644,5001363741.437981,5001363741.437981,1822496947.38,2026-05-10
VKGYO,VAKIF GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,923632811.94,0.2677,3450253313.186403,3450253313.186403,923632811.94,2026-05-10
VKFYO,VAKIF MENKUL KIYMET YATIRIM ORTAKLIĞI A.Ş.,14482724.13,0.4827,30003571.845867,30003571.845867,14482724.13,2026-05-10
VAKKO,VAKKO TEKSTİL VE HAZIR GİYİM SANAYİ İŞLETMELERİ A.Ş.,21203832.71,0.1325,160028926.11320755,160028926.11320755,21203832.71,2026-05-10
VANGD,VANET GIDA SANAYİ İÇ VE DIŞ TİCARET A.Ş.,22838174.31,0.9135,25000738.16091954,25000738.16091954,22838174.31,2026-05-10
VBTYZ,VBT YAZILIM A.Ş.,53015428.33,0.4531,117006021.47428823,117006021.47428823,53015428.33,2026-05-10
VRGYO,VERA KONSEPT GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,595015663.68,0.7256,820032612.5689083,820032612.5689083,595015663.68,2026-05-10
VERUS,VERUSA HOLDİNG A.Ş.,14765975.11,0.2109,70014106.73304884,70014106.73304884,14765975.110000001,2026-05-10
VERTU,VERUSATURK GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.,18911757.66,0.3636,52012534.818481855,52012534.818481855,18911757.66,2026-05-10
VESBE,VESTEL BEYAZ EŞYA SANAYİ VE TİCARET A.Ş.,362494018.28,0.2265,1600415091.7439291,1600415091.7439291,362494018.28,2026-05-10
VESTL,VESTEL ELEKTRONİK SANAYİ VE TİCARET A.Ş.,158334035.97,0.4719,335524551.74825174,335524551.74825174,158334035.97,2026-05-10
VKING,VİKİNG KAĞIT VE SELÜLOZ A.Ş.,17260149.58,0.4109,42005718.1309321,42005718.1309321,17260149.58,2026-05-10
VSNMD,VİŞNE MADENCİLİK ÜRETİM SANAYİ VE TİCARET A.Ş.,23989622.31,0.0205,1170225478.5365853,1170225478.5365853,23989622.31,2026-05-10
YKBNK,YAPI VE KREDİ BANKASI A.Ş.,3256848035.45,0.3855,8448373632.814526,8448373632.814526,3256848035.45,2026-05-10
YAPRK,YAPRAK SÜT VE BESİ ÇİFTLİKLERİ SANAYİ VE TİCARET A.Ş.,83386094.41,0.2796,298233527.9327611,298233527.9327611,83386094.41,2026-05-10
YATAS,YATAŞ YATAK VE YORGAN SANAYİ TİCARET A.Ş.,88410493.8,0.5901,149822900.8642603,149822900.8642603,88410493.79999998,2026-05-10
YYLGD,YAYLA AGRO GIDA SANAYİ VE TİCARET A.Ş.,337114009.36,0.3101,1087113864.4308288,1087113864.4308288,337114009.36,2026-05-10
YAYLA,YAYLA ENERJİ ÜRETİM TURİZM VE İNŞAAT TİCARET A.Ş.,37058228.95,0.0743,498764858.00807536,498764858.00807536,37058228.95,2026-05-10
YGGYO,YENİ GİMAT GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,199070277.34,0.8228,241942485.828877,241942485.828877,199070277.34,2026-05-10
YEOTK,YEO TEKNOLOJİ ENERJİ VE ENDÜSTRİ A.Ş.,128889366.65,0.0363,3550671257.575758,3550671257.575758,128889366.65,2026-05-10
YYAPI,YEŞİL YAPI ENDÜSTRİSİ A.Ş.,1420304857.22,0.0833,17050478478.031214,17050478478.031214,1420304857.22,2026-05-10
YESIL,YEŞİL YATIRIM HOLDİNG A.Ş.,592507904.48,0.9186,645011870.7598519,645011870.7598519,592507904.48,2026-05-10
YBTAS,YİBİTAŞ YOZGAT İŞÇİ BİRLİĞİ İNŞAAT MALZEMELERİ TİCARET VE SANAYİ A.Ş.,29259813.93,0.0975,300100655.69230765,300100655.69230765,29259813.929999996,2026-05-10
YIGIT,YİĞİT AKÜ MALZEMELERİ NAKLİYAT TURİZM İNŞAAT SANAYİ VE TİCARET A.Ş.,89693885.7,0.2984,300582726.8766756,300582726.8766756,89693885.7,2026-05-10
YONGA,YONGA MOBİLYA SANAYİ VE TİCARET A.Ş.,5758186.86,0.3427,16802412.780857895,16802412.780857895,5758186.86,2026-05-10
YKSLN,YÜKSELEN ÇELİK A.Ş.,195421848.03,0.3908,500055905.9109519,500055905.9109519,195421848.03,2026-05-10
YUNSA,YÜNSA YÜNLÜ SANAYİ VE TİCARET A.Ş.,200327110.35,0.4173,480055380.66139466,480055380.66139466,200327110.35,2026-05-10
ZGYO,Z GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,50156753.95,0.2382,210565717.67422336,210565717.67422336,50156753.95,2026-05-10
ZEDUR,ZEDUR ENERJİ ELEKTRİK ÜRETİM A.Ş.,69856915.03,0.3997,174773367.60070053,174773367.60070053,69856915.03,2026-05-10
ZERGY,ZERAY GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,116592759.87,0.1862,626169494.4683137,626169494.4683137,116592759.87000002,2026-05-10
ZRGYO,ZİRAAT GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,888937889.25,0.1893,4695921232.171157,4695921232.171157,888937889.25,2026-05-10
ZOREN,ZORLU ENERJİ ELEKTRİK ÜRETİM A.Ş.,1867056683.59,0.3734,5000151803.936796,5000151803.936796,1867056683.5899997,2026-05-10
BINHO,1000 YATIRIMLAR HOLDİNG A.Ş.,488633273.3,0.3787,1290291189.067864,1290291189.067864,488633273.3000001,2026-05-10
