ticker,sirket_adi,float_amount_tl,float_pct,odenmis_sermaye_tl,shares_outstanding,float_shares,update_date
KORDS,KORDSA TEKNİK TEKSTİL A.Ş.,55664805.2,0.2861,194564156.58860537,194564156.58860537,55664805.2,2026-05-08
KRPLS,KOROPLAST TEMİZLİK AMBALAJ ÜRÜNLERİ SANAYİ VE DIŞ TİCARET A.Ş.,78461119.73,0.4493,174629690.0289339,174629690.0289339,78461119.73,2026-05-08
KOTON,KOTON MAĞAZACILIK TEKSTİL SANAYİ VE TİCARET A.Ş.,109256827.09,0.1316,830219050.8358663,830219050.8358663,109256827.09,2026-05-08
KOPOL,KOZA POLYESTER SANAYİ VE TİCARET A.Ş.,266204311.31,0.2052,1297291965.448343,1297291965.448343,266204311.30999997,2026-05-08
KRGYO,KÖRFEZ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,255286377.07,0.2578,990249717.106284,990249717.106284,255286377.07,2026-05-08
KRSTL,KRİSTAL KOLA VE MEŞRUBAT SANAYİ TİCARET A.Ş.,171670044.26,0.8941,192003181.14304885,192003181.14304885,171670044.26,2026-05-08
KRONT,KRON TEKNOLOJİ A.Ş.,111592039.15,0.6517,171232222.11140096,171232222.11140096,111592039.14999999,2026-05-08
KSTUR,KUŞTUR KUŞADASI TURİZM ENDÜSTRİSİ A.Ş.,516503.89,0.1216,4247564.884868422,4247564.884868422,516503.8900000001,2026-05-08
KUVVA,KUVVA GIDA TİCARET VE SANAYİ YATIRIMLARI A.Ş.,24164413.65,0.7784,31043696.878211714,31043696.878211714,24164413.65,2026-05-08
KUYAS,KUYAŞ YATIRIM A.Ş.,398921827.84,0.9973,400001832.78852904,400001832.78852904,398921827.84,2026-05-08
KBORU,KUZEY BORU A.Ş.,143928995.62,0.2398,600204318.6822352,600204318.6822352,143928995.62,2026-05-08
KZGYO,KUZUGRUP GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,49957427.08,0.2497,200069792.07048458,200069792.07048458,49957427.08,2026-05-08
KUTPO,KÜTAHYA PORSELEN SANAYİ A.Ş.,10302881.95,0.2581,39918178.80666408,39918178.80666408,10302881.95,2026-05-08
KTSKR,KÜTAHYA ŞEKER FABRİKASI A.Ş.,14640247.91,0.3182,46009578.59836581,46009578.59836581,14640247.91,2026-05-08
LIDER,LDR TURİZM A.Ş.,254997718.12,0.0309,8252353337.216828,8252353337.216828,254997718.12,2026-05-08
LIDFA,LİDER FAKTORİNG A.Ş.,447933271.14,0.4114,1088802311.959164,1088802311.959164,447933271.14000005,2026-05-08
LILAK,LİLA KAĞIT SANAYİ VE TİCARET A.Ş.,259891375.28,0.4404,590125738.6012715,590125738.6012715,259891375.27999997,2026-05-08
LMKDC,LİMAK DOĞU ANADOLU ÇİMENTO SANAYİ VE TİCARET A.Ş.,138276564.09,0.2678,516342659.0365945,516342659.0365945,138276564.09,2026-05-08
LINK,LİNK BİLGİSAYAR SİSTEMLERİ YAZILIMI VE DONANIMI SANAYİ VE TİCARET A.Ş.,565253364.2,0.6338,891848160.6184916,891848160.6184916,565253364.2,2026-05-08
LOGO,LOGO YAZILIM SANAYİ VE TİCARET A.Ş.,61262775.33,0.6448,95010507.64578164,95010507.64578164,61262775.330000006,2026-05-08
LKMNH,LOKMAN HEKİM ENGÜRÜSAĞ SAĞLIK TURİZM EĞİTİM HİZMETLERİ VE İNŞAAT TAAHHÜT A.Ş.,154510215.88,0.7153,216007571.48049766,216007571.48049766,154510215.88,2026-05-08
LRSHO,LORAS HOLDİNG A.Ş.,646441108.39,0.8417,768018425.0801948,768018425.0801948,646441108.39,2026-05-08
LXGYO,LUXERA GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,119865710.26,0.3632,330026735.29735684,330026735.29735684,119865710.26000002,2026-05-08
LUKSK,LÜKS KADİFE TİCARET VE SANAYİİ A.Ş.,4750338.23,0.1696,28009069.752358492,28009069.752358492,4750338.23,2026-05-08
LYDHO,LYDİA HOLDİNG A.Ş.,60047943.85,0.1705,352187353.95894426,352187353.95894426,60047943.85,2026-05-08
LYDYE,LYDİA YEŞİL ENERJİ KAYNAKLARI A.Ş.,618338.0,0.3269,1891520.3426124195,1891520.3426124195,618338.0,2026-05-08
MACKO,MACKOLİK İNTERNET HİZMETLERİ TİCARET A.Ş.,30771847.29,0.3077,100006003.54241145,100006003.54241145,30771847.29,2026-05-08
MAKIM,MAKİM MAKİNA TEKNOLOJİLERİ SANAYİ VE TİCARET A.Ş.,42556107.06,0.3799,112019234.16688603,112019234.16688603,42556107.06,2026-05-08
MAKTK,MAKİNA TAKIM ENDÜSTRİSİ A.Ş.,104513792.09,0.5225,200026396.34449762,200026396.34449762,104513792.09,2026-05-08
MANAS,MANAS ENERJİ YÖNETİMİ SANAYİ VE TİCARET A.Ş.,306912945.07,0.0927,3310819256.4185543,3310819256.4185543,306912945.07,2026-05-08
MAGEN,MARGÜN ENERJİ ÜRETİM SANAYİ VE TİCARET A.Ş.,719479405.97,0.2438,2951105028.589008,2951105028.589008,719479405.97,2026-05-08
MARKA,MARKA YATIRIM HOLDİNG A.Ş.,20767645.98,0.9894,20990141.47968466,20990141.47968466,20767645.98,2026-05-08
MARMR,MARMARA HOLDİNG A.Ş.,955728454.47,0.3168,3016819616.3825755,3016819616.3825755,955728454.47,2026-05-08
MAALT,MARMARİS ALTINYUNUS TURİSTİK TESİSLER A.Ş.,1638521.08,0.1896,8641988.818565402,8641988.818565402,1638521.08,2026-05-08
MRSHL,MARSHALL BOYA VE VERNİK SANAYİİ A.Ş.,701585.29,0.0638,10996634.639498433,10996634.639498433,701585.29,2026-05-08
MRGYO,MARTI GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,1653916085.35,0.0689,24004587595.791,24004587595.791,1653916085.35,2026-05-08
MARTI,MARTI OTEL İŞLETMELERİ A.Ş.,1056271003.16,0.7041,1500171855.0774038,1500171855.0774038,1056271003.16,2026-05-08
MTRKS,MATRİKS FİNANSAL TEKNOLOJİLER A.Ş.,40172794.68,0.3997,100507367.22541906,100507367.22541906,40172794.68,2026-05-08
MAVI,MAVİ GİYİM SANAYİ VE TİCARET A.Ş.,576625617.41,0.7257,794578499.9448807,794578499.9448807,576625617.41,2026-05-08
MZHLD,MAZHAR ZORLU HOLDİNG A.Ş.,72071459.83,0.6638,108574058.19523953,108574058.19523953,72071459.83,2026-05-08
MEDTR,MEDİTERA TIBBİ MALZEME SANAYİ VE TİCARET A.Ş.,24495979.98,0.2058,119028085.42274052,119028085.42274052,24495979.98,2026-05-08
MEGMT,MEGA METAL SANAYİ VE TİCARET A.Ş.,85709408.97,0.3234,265026001.76252317,265026001.76252317,85709408.97,2026-05-08
MEGAP,MEGA POLİETİLEN KÖPÜK SANAYİ VE TİCARET A.Ş.,231538665.52,0.8419,275019201.23530114,275019201.23530114,231538665.52,2026-05-08
MEKAG,MEKA GLOBAL MAKİNE İMALAT SANAYİ VE TİCARET A.Ş.,295162075.73,0.3689,800114057.2783953,800114057.2783953,295162075.73,2026-05-08
MNDRS,MENDERES TEKSTİL SANAYİ VE TİCARET A.Ş.,137365276.47,0.4953,277337525.6814052,277337525.6814052,137365276.47,2026-05-08
MEPET,MEPET METRO PETROL VE TESİSLERİ SANAYİ TİCARET A.Ş.,38056965.8,0.0505,753603283.1683167,753603283.1683167,38056965.8,2026-05-08
MERCN,MERCAN KİMYA SANAYİ VE TİCARET A.Ş.,74262051.07,0.0039,19041551556.410255,19041551556.410255,74262051.07,2026-05-08
MERIT,MERİT TURİZM YATIRIM VE İŞLETME A.Ş.,90892007.58,0.0027,33663706511.111107,33663706511.111107,90892007.58,2026-05-08
MERKO,MERKO GIDA SANAYİ VE TİCARET A.Ş.,693560852.96,0.8159,850056199.240103,850056199.240103,693560852.96,2026-05-08
METRO,METRO TİCARİ VE MALİ YATIRIMLAR HOLDİNG A.Ş.,324729479.26,0.6013,540045699.7505405,540045699.7505405,324729479.26,2026-05-08
MTRYO,METRO YATIRIM ORTAKLIĞI A.Ş.,39885285.84,0.9496,42002196.545914076,42002196.545914076,39885285.84,2026-05-08
MCARD,METROPAL KURUMSAL HİZMETLER A.Ş.,18895815.53,0.0204,926265467.1568627,926265467.1568627,18895815.53,2026-05-08
MEYSU,MEYSU GIDA SANAYİ VE TİCARET A.Ş.,174956392.35,0.0201,8704298126.865671,8704298126.865671,174956392.35,2026-05-08
MHRGY,MHR GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,270987692.49,0.2184,1240786137.7747252,1240786137.7747252,270987692.49,2026-05-08
MIATK,MİA TEKNOLOJİ A.Ş.,285226717.45,0.5773,494070184.3928633,494070184.3928633,285226717.45,2026-05-08
MGROS,MİGROS TİCARET A.Ş.,91904023.36,0.5076,181055995.58707643,181055995.58707643,91904023.36,2026-05-08
MSGYO,MİSTRAL GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,141861035.32,0.3019,469894121.62967867,469894121.62967867,141861035.32,2026-05-08
MPARK,MLP SAĞLIK HİZMETLERİ A.Ş.,79718172.63,0.4173,191033243.78145218,191033243.78145218,79718172.63,2026-05-08
MMCAS,MMC SANAYİ VE TİCARİ YATIRIMLAR A.Ş.,12393310.86,0.9292,13337613.925957812,13337613.925957812,12393310.86,2026-05-08
MOBTL,MOBİLTEL İLETİŞİM HİZMETLERİ SANAYİ VE TİCARET A.Ş.,206984871.95,0.2019,1025185101.2877662,1025185101.2877662,206984871.95,2026-05-08
MOGAN,MOGAN ENERJİ YATIRIM HOLDİNG A.Ş.,260879596.1,0.1069,2440407821.3283443,2440407821.3283443,260879596.1,2026-05-08
MNDTR,MONDİ TURKEY OLUKLU MUKAVVA KAĞIT VE AMBALAJ SANAYİ A.Ş.,160577512.98,0.0153,10495262286.27451,10495262286.27451,160577512.98,2026-05-08
MOPAS,MOPAŞ MARKETÇİLİK GIDA SANAYİ VE TİCARET A.Ş.,57306214.23,0.2099,273016742.4011434,273016742.4011434,57306214.23,2026-05-08
EGEPO,NASMED ÖZEL SAĞLIK HİZMETLERİ TİCARET A.Ş.,104733452.34,0.2094,500159753.29512894,500159753.29512894,104733452.34,2026-05-08
NATEN,NATUREL YENİLENEBİLİR ENERJİ TİCARET A.Ş.,371125021.38,0.4498,825088975.9448644,825088975.9448644,371125021.38,2026-05-08
NTGAZ,NATURELGAZ SANAYİ VE TİCARET A.Ş.,265088267.69,0.3841,690154302.759698,690154302.759698,265088267.69000003,2026-05-08
NTHOL,NET HOLDİNG A.Ş.,112886660.0,0.2257,500162428.0017722,500162428.0017722,112886660.0,2026-05-08
NETAS,NETAŞ TELEKOMÜNİKASYON A.Ş.,23936048.79,0.0369,648673408.9430894,648673408.9430894,23936048.79,2026-05-08
NETCD,NETCAD YAZILIM A.Ş.,39979388.96,0.2918,137009557.7793009,137009557.7793009,39979388.96,2026-05-08
NIBAS,NİĞBAŞ NİĞDE BETON SANAYİ VE TİCARET A.Ş.,267600090.78,0.8259,324010280.6393026,324010280.6393026,267600090.78000003,2026-05-08
NUHCM,NUH ÇİMENTO SANAYİ A.Ş.,28471523.4,0.1895,150245506.06860158,150245506.06860158,28471523.4,2026-05-08
NUGYO,NUROL GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,167889377.44,0.5006,335376303.3160207,335376303.3160207,167889377.44,2026-05-08
OBAMS,OBA MAKARNACILIK SANAYİ VE TİCARET A.Ş.,750910270.09,0.0261,28770508432.56705,28770508432.56705,750910270.09,2026-05-08
OBASE,OBASE BİLGİSAYAR VE DANIŞMANLIK HİZMETLERİ TİCARET A.Ş.,15195565.04,0.3339,45509329.260257564,45509329.260257564,15195565.04,2026-05-08
ODAS,ODAŞ ELEKTRİK ÜRETİM SANAYİ TİCARET A.Ş.,1087245703.2,0.7766,1400007343.8063354,1400007343.8063354,1087245703.2,2026-05-08
ODINE,ODİNE SOLUTİONS TEKNOLOJİ TİCARET VE SANAYİ A.Ş.,32339475.8,0.2926,110524524.26520847,110524524.26520847,32339475.8,2026-05-08
OFSYM,OFİS YEM GIDA SANAYİ TİCARET A.Ş.,22730734.36,0.1554,146272421.87902185,146272421.87902185,22730734.359999996,2026-05-08
ONCSM,ONCOSEM ONKOLOJİK SİSTEMLER SANAYİ VE TİCARET A.Ş.,8651589.33,0.3627,23853292.886683207,23853292.886683207,8651589.33,2026-05-08
ONRYT,ONUR YÜKSEK TEKNOLOJİ A.Ş.,21604494.39,0.3438,62840297.81849913,62840297.81849913,21604494.39,2026-05-08
ORCAY,ORÇAY ORTAKÖY ÇAY SANAYİ VE TİCARET A.Ş.,151069262.29,0.6294,240021071.32189387,240021071.32189387,151069262.29,2026-05-08
ORGE,ORGE ENERJİ ELEKTRİK TAAHHÜT A.Ş.,41812981.17,0.5226,80009531.51549944,80009531.51549944,41812981.17,2026-05-08
ORMA,ORMA ORMAN MAHSÜLLERİ İNTEGRE SANAYİ VE TİCARET A.Ş.,3622258.84,0.1331,27214566.7918858,27214566.7918858,3622258.84,2026-05-08
OSMEN,OSMANLI YATIRIM MENKUL DEĞERLER A.Ş.,129701363.54,0.3231,401427928.0099041,401427928.0099041,129701363.54,2026-05-08
OSTIM,OSTİM ENDÜSTRİYEL YATIRIMLAR VE İŞLETME A.Ş.,499808510.68,0.8471,590023032.32204,590023032.32204,499808510.68,2026-05-08
OTKAR,OTOKAR OTOMOTİV VE SAVUNMA SANAYİ A.Ş.,32614591.06,0.2717,120038980.71402282,120038980.71402282,32614591.06,2026-05-08
OTTO,OTTO HOLDİNG A.Ş.,4637060.19,0.6073,7635534.645150668,7635534.645150668,4637060.19,2026-05-08
OYAKC,OYAK ÇİMENTO FABRİKALARI A.Ş.,968750421.14,0.1992,4863204925.401607,4863204925.401607,968750421.14,2026-05-08
OYYAT,OYAK YATIRIM MENKUL DEĞERLER A.Ş.,91047580.64,0.3034,300090905.20764667,300090905.20764667,91047580.64,2026-05-08
OYAYO,OYAK YATIRIM ORTAKLIĞI A.Ş.,10537064.29,0.5268,20002020.29233105,20002020.29233105,10537064.29,2026-05-08
OYLUM,OYLUM SINAİ YATIRIMLAR A.Ş.,66222851.51,0.0779,850100789.6020539,850100789.6020539,66222851.51,2026-05-08
OZKGY,ÖZAK GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,363848030.77,0.2498,1456557368.9751801,1456557368.9751801,363848030.77,2026-05-08
OZATD,ÖZATA DENİZCİLİK SANAYİ VE TİCARET A.Ş.,15922694.99,0.2231,71370215.10533394,71370215.10533394,15922694.990000002,2026-05-08
OZGYO,ÖZDERİCİ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,338847585.23,0.3388,1000140452.2727274,1000140452.2727274,338847585.23,2026-05-08
OZRDN,ÖZERDEN AMBALAJ SANAYİ A.Ş.,39646048.92,0.5394,73500276.08453839,73500276.08453839,39646048.92,2026-05-08
OZSUB,ÖZSU BALIK ÜRETİM A.Ş.,42238211.32,0.3519,120029017.67547598,120029017.67547598,42238211.32,2026-05-08
OZYSR,ÖZYAŞAR TEL VE GALVANİZLEME SANAYİ A.Ş.,113725326.12,0.2687,423242747.0040938,423242747.0040938,113725326.12,2026-05-08
PAMEL,PAMEL YENİLENEBİLİR ELEKTRİK ÜRETİM A.Ş.,7424557.74,0.2387,31104137.997486386,31104137.997486386,7424557.74,2026-05-08
PNLSN,PANELSAN ÇATI CEPHE SİSTEMLERİ SANAYİ VE TİCARET A.Ş.,20981564.58,0.2797,75014531.9270647,75014531.9270647,20981564.58,2026-05-08
PAGYO,PANORA GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,32858853.37,0.3776,87020268.45868644,87020268.45868644,32858853.37,2026-05-08
PAPIL,PAPİLON SAVUNMA TEKNOLOJİ VE TİCARET A.Ş.,205955355.05,0.9985,206264752.1782674,206264752.1782674,205955355.05,2026-05-08
PRDGS,PARDUS GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.,110806973.52,0.5653,196014458.72987792,196014458.72987792,110806973.52,2026-05-08
PRKME,PARK ELEKTRİK ÜRETİM MADENCİLİK SANAYİ VE TİCARET A.Ş.,46839188.13,0.3146,148884895.51811826,148884895.51811826,46839188.13,2026-05-08
PARSN,PARSAN MAKİNA PARÇALARI SANAYİİ A.Ş.,24752960.9,0.2852,86791588.00841513,86791588.00841513,24752960.9,2026-05-08
PASEU,PASİFİK EURASİA LOJİSTİK DIŞ TİCARET A.Ş.,282168355.54,0.4198,672149489.1376847,672149489.1376847,282168355.54,2026-05-08
PSGYO,PASİFİK GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,2952949349.85,0.4279,6901026758.2379055,6901026758.2379055,2952949349.85,2026-05-08
PAHOL,PASİFİK HOLDİNG A.Ş.,3998644655.87,0.1999,20003224891.7959,20003224891.7959,3998644655.87,2026-05-08
PATEK,PASİFİK TEKNOLOJİ A.Ş.,292894707.98,0.4339,675028135.4690021,675028135.4690021,292894707.98,2026-05-08
PCILT,PC İLETİŞİM VE MEDYA HİZMETLERİ SANAYİ TİCARET A.Ş.,44629408.68,0.0377,1183803943.7665784,1183803943.7665784,44629408.68000001,2026-05-08
PGSUS,PEGASUS HAVA TAŞIMACILIĞI A.Ş.,231439721.49,0.4628,500085828.63007784,500085828.63007784,231439721.49,2026-05-08
PEKGY,PEKER GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,3997201854.4,0.7994,5000252507.380535,5000252507.380535,3997201854.3999996,2026-05-08
PENGD,PENGUEN GIDA SANAYİ A.Ş.,134463682.78,0.7683,175014555.22582325,175014555.22582325,134463682.78,2026-05-08
PENTA,PENTA TEKNOLOJİ ÜRÜNLERİ DAĞITIM TİCARET A.Ş.,160628857.09,0.4081,393601708.13526094,393601708.13526094,160628857.09,2026-05-08
PSDTC,PERGAMON STATUS DIŞ TİCARET A.Ş.,5465692.08,0.7361,7425203.20608613,7425203.20608613,5465692.08,2026-05-08
PETKM,PETKİM PETROKİMYA HOLDİNG A.Ş.,1217348049.68,0.4803,2534557671.621903,2534557671.621903,1217348049.68,2026-05-08
PKENT,PETROKENT TURİZM A.Ş.,8117543.15,0.3262,24885172.13366033,24885172.13366033,8117543.149999999,2026-05-08
PETUN,PINAR ENTEGRE ET VE UN SANAYİİ A.Ş.,100342700.12,0.3307,303425159.11702454,303425159.11702454,100342700.12000002,2026-05-08
PINSU,PINAR SU VE İÇECEK SANAYİ VE TİCARET A.Ş.,98316902.64,0.3458,284317243.03065354,284317243.03065354,98316902.63999999,2026-05-08
PNSUT,PINAR SÜT MAMÜLLERİ SANAYİİ A.Ş.,118621184.88,0.3769,314728535.10214907,314728535.10214907,118621184.88,2026-05-08
PKART,PLASTİKKART AKILLI KART İLETİŞİM SİSTEMLERİ SANAYİ VE TİCARET A.Ş.,7657908.43,0.3366,22750767.765894234,22750767.765894234,7657908.43,2026-05-08
PLTUR,PLATFORM TURİZM TAŞIMACILIK GIDA İNŞAAT TEMİZLİK HİZMETLERİ SANAYİ VE TİCARET A.Ş.,49485948.09,0.2021,244858723.84957942,244858723.84957942,49485948.09,2026-05-08
POLHO,POLİSAN HOLDİNG A.Ş.,164047788.47,0.2162,758777930.0185014,758777930.0185014,164047788.47,2026-05-08
POLTK,POLİTEKNİK METAL SANAYİ VE TİCARET A.Ş.,739663.89,0.1972,3750831.085192698,3750831.085192698,739663.89,2026-05-08
PRZMA,PRİZMA PRES MATBAACILIK YAYINCILIK SANAYİ VE TİCARET A.Ş.,55473110.6,0.7162,77454776.04021224,77454776.04021224,55473110.6,2026-05-08
QNBTR,QNB BANK A.Ş.,6678705.62,0.0012,5565588016.666667,5565588016.666667,6678705.62,2026-05-08
QNBFK,QNB FİNANSAL KİRALAMA A.Ş.,14964396.68,0.0059,2536338420.338983,2536338420.338983,14964396.68,2026-05-08
QUAGR,QUA GRANITE HAYAL YAPI VE ÜRÜNLERİ SANAYİ TİCARET A.Ş.,1451585830.57,0.5498,2640207039.9599857,2640207039.9599857,1451585830.57,2026-05-08
RNPOL,RAİNBOW POLİKARBONAT SANAYİ TİCARET A.Ş.,335297215.77,0.5588,600030808.464567,600030808.464567,335297215.77,2026-05-08
RALYH,RAL YATIRIM HOLDİNG A.Ş.,135928743.0,0.4081,333077047.2923303,333077047.2923303,135928743.0,2026-05-08
RAYSG,RAY SİGORTA A.Ş.,8968795.42,0.0549,163366036.7941712,163366036.7941712,8968795.42,2026-05-08
REEDR,REEDER TEKNOLOJİ SANAYİ VE TİCARET A.Ş.,587498205.65,0.6184,950029439.9256145,950029439.9256145,587498205.65,2026-05-08
RYGYO,REYSAŞ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,580539547.19,0.2902,2000480865.5754652,2000480865.5754652,580539547.19,2026-05-08
RYSAS,REYSAŞ TAŞIMACILIK VE LOJİSTİK TİCARET A.Ş.,631989336.21,0.3159,2000599354.8907883,2000599354.8907883,631989336.21,2026-05-08
RODRG,RODRİGO TEKSTİL SANAYİ VE TİCARET A.Ş.,16645209.12,0.5873,28341919.155457173,28341919.155457173,16645209.12,2026-05-08
RGYAS,RÖNESANS GAYRİMENKUL YATIRIM A.Ş.,52496485.24,0.1585,331208108.7697161,331208108.7697161,52496485.24,2026-05-08
RTALB,RTA LABORATUVARLARI BİYOLOJİK ÜRÜNLER İLAÇ VE MAKİNE SANAYİ TİCARET A.Ş.,422902240.33,0.8458,500002648.77039486,500002648.77039486,422902240.33,2026-05-08
RUBNS,RUBENİS TEKSTİL SANAYİ TİCARET A.Ş.,33744983.21,0.4117,81964982.29293175,81964982.29293175,33744983.21,2026-05-08
RUZYE,RUZY MADENCİLİK VE ENERJİ YATIRIMLARI SANAYİ VE TİCARET A.Ş.,205506815.61,0.7472,275035888.129015,275035888.129015,205506815.61,2026-05-08
SAFKR,SAFKAR EGE SOĞUTMACILIK KLİMA SOĞUK HAVA TESİSLERİ İHRACAT İTHALAT SANAYİ VE TİCARET A.Ş.,133600195.72,0.0668,2000002929.9401197,2000002929.9401197,133600195.72,2026-05-08
SANEL,SAN-EL MÜHENDİSLİK ELEKTRİK TAAHHÜT SANAYİ VE TİCARET A.Ş.,14884673.73,0.8153,18256683.098246045,18256683.098246045,14884673.73,2026-05-08
SNICA,SANİCA ISI SANAYİ A.Ş.,321418657.79,0.5356,600109517.9051532,600109517.9051532,321418657.79,2026-05-08
SANFM,SANİFOAM ENDÜSTRİ VE TÜKETİM ÜRÜNLERİ SANAYİ TİCARET A.Ş.,223956168.6,0.5972,375010329.2029471,375010329.2029471,223956168.59999996,2026-05-08
SANKO,SANKO PAZARLAMA İTHALAT İHRACAT A.Ş.,20225641.29,0.1348,150041849.3323442,150041849.3323442,20225641.29,2026-05-08
SAMAT,SARAY MATBAACILIK KAĞITÇILIK KIRTASİYECİLİK TİCARET VE SANAYİ A.Ş.,99860243.12,0.8884,112404596.03782082,112404596.03782082,99860243.12,2026-05-08
SARKY,SARKUYSAN ELEKTROLİTİK BAKIR SANAYİ VE TİCARET A.Ş.,849318878.79,0.8493,1000022228.6471211,1000022228.6471211,849318878.79,2026-05-08
SASA,SASA POLYESTER SANAYİ A.Ş.,21212228697.87,0.4841,43817865519.25222,43817865519.25222,21212228697.87,2026-05-08
SVGYO,SAVUR GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,295347233.75,0.2727,1083048161.8995233,1083048161.8995233,295347233.75,2026-05-08
SAYAS,SAY YENİLENEBİLİR ENERJİ EKİPMANLARI SANAYİ VE TİCARET A.Ş.,42212102.43,0.5464,77254945.88213763,77254945.88213763,42212102.43,2026-05-08
SDTTR,SDT UZAY VE SAVUNMA TEKNOLOJİLERİ A.Ş.,15984169.8,0.2755,58018765.15426497,58018765.15426497,15984169.8,2026-05-08
SEGMN,SEĞMEN KARDEŞLER GIDA ÜRETİM VE AMBALAJ SANAYİ A.Ş.,47256249.73,0.0264,1790009459.4696968,1790009459.4696968,47256249.73,2026-05-08
SEKUR,SEKURO PLASTİK AMBALAJ SANAYİ A.Ş.,131059108.52,0.6984,187656226.40320733,187656226.40320733,131059108.52000001,2026-05-08
SELEC,SELÇUK ECZA DEPOSU TİCARET VE SANAYİ A.Ş.,92579573.07,0.0149,6213394165.7718115,6213394165.7718115,92579573.07,2026-05-08
SELVA,SELVA GIDA SANAYİ A.Ş.,774031175.65,0.0735,10531036403.401361,10531036403.401361,774031175.65,2026-05-08
SERNT,SERANİT GRANİT SERAMİK SANAYİ VE TİCARET A.Ş.,112470674.59,0.2723,413039568.82115316,413039568.82115316,112470674.59,2026-05-08
SRVGY,SERVET GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,797779048.46,0.2454,3250933367.807661,3250933367.807661,797779048.46,2026-05-08
SEYKM,SEYİTLER KİMYA SANAYİ A.Ş.,150772537.73,0.7538,200016632.70098168,200016632.70098168,150772537.73,2026-05-08
SILVR,SİLVERLİNE ENDÜSTRİ VE TİCARET A.Ş.,199484733.71,0.5699,350034626.6187051,350034626.6187051,199484733.71,2026-05-08
SNGYO,SİNPAŞ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,2366527242.63,0.5916,4000215082.2008114,4000215082.2008114,2366527242.63,2026-05-08
SKYLP,SKYALP FİNANSAL TEKNOLOJİLER VE DANIŞMANLIK A.Ş.,4986532.66,0.5248,9501777.172256097,9501777.172256097,4986532.66,2026-05-08
SMRTG,SMART GÜNEŞ ENERJİSİ TEKNOLOJİLERİ ARAŞTIRMA GELİŞTİRME ÜRETİM SANAYİ VE TİCARET A.Ş.,663925643.65,0.3652,1817978213.7185102,1817978213.7185102,663925643.65,2026-05-08
SMART,SMARTİKS YAZILIM A.Ş.,29656687.15,0.9307,31864926.56065327,31864926.56065327,29656687.15,2026-05-08
SODSN,SODAŞ SODYUM SANAYİİ A.Ş.,42877942.38,0.3573,120005436.27204031,120005436.27204031,42877942.38,2026-05-08
SOKE,SÖKE DEĞİRMENCİLİK SANAYİ VE TİCARET A.Ş.,94587723.06,0.2447,386545660.23702496,386545660.23702496,94587723.06,2026-05-08
SKTAS,SÖKTAŞ TEKSTİL SANAYİ VE TİCARET A.Ş.,299488381.31,0.5989,500064086.34162635,500064086.34162635,299488381.31,2026-05-08
SONME,SÖNMEZ FİLAMENT SENTETİK İPLİK VE ELYAF SANAYİ A.Ş.,3976992.35,0.0537,74059447.858473,74059447.858473,3976992.35,2026-05-08
SNPAM,SÖNMEZ PAMUKLU SANAYİİ A.Ş.,10744773.54,0.0413,260164008.23244548,260164008.23244548,10744773.54,2026-05-08
SNPAM,SÖNMEZ PAMUKLU SANAYİİ A.Ş.,16105146.92,0.0412,390901624.2718446,390901624.2718446,16105146.919999998,2026-05-08
SUMAS,SUMAŞ SUNİ TAHTA VE MOBİLYA SANAYİİ A.Ş.,1595774.39,0.2563,6226197.385875927,6226197.385875927,1595774.39,2026-05-08
SUNTK,SUN TEKSTİL SANAYİ VE TİCARET A.Ş.,145272425.46,0.0306,4747464884.313726,4747464884.313726,145272425.46,2026-05-08
SURGY,SUR TATİL EVLERİ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,44986835.11,0.2685,167548734.11545622,167548734.11545622,44986835.11,2026-05-08
SUWEN,SUWEN TEKSTİL SANAYİ PAZARLAMA A.Ş.,363836477.99,0.6497,560006892.3964907,560006892.3964907,363836477.99,2026-05-08
SMRVA,SÜMER VARLIK YÖNETİM A.Ş.,159871291.9,0.2664,600117462.087087,600117462.087087,159871291.9,2026-05-08
SEKFK,ŞEKER FİNANSAL KİRALAMA A.Ş.,51002750.71,0.0051,10000539354.90196,10000539354.90196,51002750.71,2026-05-08
SEGYO,ŞEKER GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,202995162.0,0.2495,813607863.7274549,813607863.7274549,202995162.0,2026-05-08
